Таблица узлов (1)-Учебная версия;;;;;;;;;
;Координаты;;;Связи;;;;;
№ узла;X (м);Y (м);Z (м);X;Y;Z;UX;UY;UZ
46149;-38.065701;-86.146637;15.25;-;-;-;-;-;-
46150;-39.18;-84.079941;15.25;-;-;-;-;-;-
46151;-39.18;-85.013344;15.25;-;-;-;-;-;-
46152;-38.98;-86.146637;15.25;-;-;-;-;-;-
46153;-38.98;-85.94664;15.25;-;-;-;-;-;-
46154;-39.18;-85.94664;15.25;-;-;-;-;-;-
46155;-39.18;-80.346642;-2;+;+;+;+;+;+
46156;-39.18;-81.279938;-2;+;+;+;+;+;+
46157;-39.18;-81.146637;-1;-;-;-;-;-;-
46158;-39.18;-82.213341;-2;+;+;+;+;+;+
46159;-39.18;-82.146637;-1;-;-;-;-;-;-
46160;-39.18;-81.279938;0;-;-;-;-;-;-
46161;-39.18;-80.346642;0;-;-;-;-;-;-
46162;-39.18;-85.94664;-2;+;+;+;+;+;+
46163;-39.18;-85.146637;-1;-;-;-;-;-;-
46164;-39.18;-85.013344;-2;+;+;+;+;+;+
46165;-39.18;-83.146637;-1;-;-;-;-;-;-
46166;-39.18;-83.146637;0;-;-;-;-;-;-
46167;-39.18;-82.213341;0;-;-;-;-;-;-
46168;-39.18;-83.146637;-2;+;+;+;+;+;+
46169;-39.18;-85.94664;0;-;-;-;-;-;-
46170;-39.18;-85.013344;0;-;-;-;-;-;-
46171;-39.18;-84.079941;-2;+;+;+;+;+;+
46172;-39.18;-84.146637;-1;-;-;-;-;-;-
46173;-39.18;-84.079941;0;-;-;-;-;-;-
46174;-39.18;-86.346642;-2;+;+;+;+;+;+
46175;-39.18;-87.065239;-2;+;+;+;+;+;+
46176;-39.18;-87.106644;-1;-;-;-;-;-;-
46177;-39.18;-87.065239;0;-;-;-;-;-;-
46178;-39.18;-86.346642;0;-;-;-;-;-;-
46179;-39.18;-87.783836;0;-;-;-;-;-;-
46180;-39.18;-87.783836;-2;+;+;+;+;+;+
46181;-34.689999;-72.795532;-2;+;+;+;+;+;+
46182;-34.689999;-72.910393;-1;-;-;-;-;-;-
46183;-34.689999;-71.87664;-1;-;-;-;-;-;-
46184;-34.689999;-71.87664;-2;+;+;+;+;+;+
46185;-34.689999;-73.714417;-2;+;+;+;+;+;+
46186;-34.689999;-73.944138;-1;-;-;-;-;-;-
46187;-34.689999;-75.5522;-2;+;+;+;+;+;+
46188;-34.689999;-76.011642;-1;-;-;-;-;-;-
46189;-34.689999;-74.97789;-1;-;-;-;-;-;-
46190;-34.689999;-74.633308;-2;+;+;+;+;+;+
46191;-34.689999;-76.471077;-2;+;+;+;+;+;+
46192;-34.689999;-77.389969;-2;+;+;+;+;+;+
46193;-34.689999;-77.045387;-1;-;-;-;-;-;-
46194;-34.689999;-78.308838;-2;+;+;+;+;+;+
46195;-34.689999;-78.079132;-1;-;-;-;-;-;-
46196;-34.689999;-79.227737;-2;+;+;+;+;+;+
46197;-34.689999;-79.112938;-1;-;-;-;-;-;-
46198;-34.689999;-80.146637;-2;+;+;+;+;+;+
46199;-34.689999;-80.146637;-1;-;-;-;-;-;-
46200;-34.689999;-81.080238;-2;+;+;+;+;+;+
46201;-34.689999;-81.173637;-1;-;-;-;-;-;-
46202;-34.689999;-82.013939;-2;+;+;+;+;+;+
46203;-34.689999;-82.200638;-1;-;-;-;-;-;-
46204;-34.689999;-83.881142;-2;+;+;+;+;+;+
46205;-34.689999;-84.254639;-1;-;-;-;-;-;-
46206;-34.689999;-83.227638;-1;-;-;-;-;-;-
46207;-34.689999;-82.94754;-2;+;+;+;+;+;+
46208;-34.689999;-84.814842;-2;+;+;+;+;+;+
46209;-34.689999;-85.281639;-1;-;-;-;-;-;-
46210;-34.689999;-85.748444;-2;+;+;+;+;+;+
46211;-34.689999;-86.682137;-2;+;+;+;+;+;+
46212;-34.689999;-86.30864;-1;-;-;-;-;-;-
46213;-34.689999;-87.615738;-2;+;+;+;+;+;+
46214;-34.689999;-87.335632;-1;-;-;-;-;-;-
46215;-34.689999;-88.549339;-2;+;+;+;+;+;+
46216;-34.689999;-88.36264;-1;-;-;-;-;-;-
46217;-34.689999;-89.483032;-2;+;+;+;+;+;+
46218;-34.689999;-89.389641;-1;-;-;-;-;-;-
46219;-16.3867;-97.746643;-1;-;-;-;-;-;-
46220;-17.18;-97.746643;0;-;-;-;-;-;-
46221;-16.219999;-97.746643;0;-;-;-;-;-;-
46222;-12.38001;-97.746643;-2;+;+;+;+;+;+
46223;-12.41333;-97.746643;-1;-;-;-;-;-;-
46224;-11.42001;-97.746643;-1;-;-;-;-;-;-
46225;-11.42001;-97.746643;-2;+;+;+;+;+;+
46226;-13.34001;-97.746643;-2;+;+;+;+;+;+
46227;-13.40667;-97.746643;-1;-;-;-;-;-;-
46228;-14.30001;-97.746643;-2;+;+;+;+;+;+
46229;-14.4;-97.746643;-1;-;-;-;-;-;-
46230;-12.38001;-97.746643;0;-;-;-;-;-;-
46231;-13.34001;-97.746643;0;-;-;-;-;-;-
46232;-14.30001;-97.746643;0;-;-;-;-;-;-
46233;-17.18;-97.746643;-2;+;+;+;+;+;+
46234;-16.219999;-97.746643;-2;+;+;+;+;+;+
46235;-15.26;-97.746643;-2;+;+;+;+;+;+
46236;-15.39331;-97.746643;-1;-;-;-;-;-;-
46237;-15.26;-97.746643;0;-;-;-;-;-;-
46238;-12.41333;-94.256638;-2;+;+;+;+;+;+
46239;-12.41333;-94.256638;-1;-;-;-;-;-;-
46240;-11.42001;-94.256638;-1;-;-;-;-;-;-
46241;-11.42001;-94.256638;-2;+;+;+;+;+;+
46242;-13.40667;-94.256638;-2;+;+;+;+;+;+
46243;-13.40667;-94.256638;-1;-;-;-;-;-;-
46244;-14.4;-94.256638;-2;+;+;+;+;+;+
46245;-14.4;-94.256638;-1;-;-;-;-;-;-
46246;-12.41333;-94.256638;0;-;-;-;-;-;-
46247;-13.40667;-94.256638;0;-;-;-;-;-;-
46248;-14.4;-94.256638;0;-;-;-;-;-;-
46249;-15.39331;-94.256638;-2;+;+;+;+;+;+
46250;-15.39331;-94.256638;-1;-;-;-;-;-;-
46251;-16.3867;-94.256638;-2;+;+;+;+;+;+
46252;-16.3867;-94.256638;-1;-;-;-;-;-;-
46253;-17.379999;-94.256638;-2;+;+;+;+;+;+
46254;-17.379999;-94.256638;-1;-;-;-;-;-;-
46255;-15.39331;-94.256638;0;-;-;-;-;-;-
46256;-16.3867;-94.256638;0;-;-;-;-;-;-
46257;-17.379999;-94.256638;0;-;-;-;-;-;-
46258;-12.41333;-94.256638;1;-;-;-;-;-;-
46259;-11.42001;-94.256638;1;-;-;-;-;-;-
46260;-12.41333;-94.256638;2;-;-;-;-;-;-
46261;-11.42001;-94.256638;2;-;-;-;-;-;-
46262;-13.40667;-94.256638;1;-;-;-;-;-;-
46263;-14.4;-94.256638;1;-;-;-;-;-;-
46264;-14.4;-94.256638;2;-;-;-;-;-;-
46265;-13.40667;-94.256638;2;-;-;-;-;-;-
46266;-12.41333;-94.256638;3;-;-;-;-;-;-
46267;-11.42001;-94.256638;3;-;-;-;-;-;-
46268;-13.40667;-94.256638;3;-;-;-;-;-;-
46269;-14.4;-94.256638;3;-;-;-;-;-;-
46270;-15.39331;-94.256638;1;-;-;-;-;-;-
46271;-15.39331;-94.256638;2;-;-;-;-;-;-
46272;-16.3867;-94.256638;1;-;-;-;-;-;-
46273;-17.379999;-94.256638;1;-;-;-;-;-;-
46274;-17.379999;-94.256638;2;-;-;-;-;-;-
46275;-16.3867;-94.256638;2;-;-;-;-;-;-
46276;-15.39331;-94.256638;3;-;-;-;-;-;-
46277;-16.3867;-94.256638;3;-;-;-;-;-;-
46278;-17.379999;-94.256638;3;-;-;-;-;-;-
46279;-16.3867;-97.746643;2;-;-;-;-;-;-
46280;-17.18;-97.746643;3;-;-;-;-;-;-
46281;-16.18;-97.746643;3;-;-;-;-;-;-
46282;-11.42001;-97.746643;0.75;-;-;-;-;-;-
46283;-12.41333;-97.746643;1;-;-;-;-;-;-
46284;-12.17001;-97.746643;1.5;-;-;-;-;-;-
46285;-11.42001;-97.746643;1.5;-;-;-;-;-;-
46286;-12.41333;-97.746643;2;-;-;-;-;-;-
46287;-11.42001;-97.746643;2.25;-;-;-;-;-;-
46288;-16.3867;-97.746643;1;-;-;-;-;-;-
46289;-13.40667;-97.746643;1;-;-;-;-;-;-
46290;-12.92001;-97.746643;1.5;-;-;-;-;-;-
46291;-14.4;-97.746643;1;-;-;-;-;-;-
46292;-14.4;-97.746643;2;-;-;-;-;-;-
46293;-13.40667;-97.746643;2;-;-;-;-;-;-
46294;-12.3375;-97.746643;3;-;-;-;-;-;-
46295;-11.42001;-97.746643;3;-;-;-;-;-;-
46296;-13.25501;-97.746643;3;-;-;-;-;-;-
46297;-14.1725;-97.746643;3;-;-;-;-;-;-
46298;-15.39331;-97.746643;1;-;-;-;-;-;-
46299;-15.39331;-97.746643;2;-;-;-;-;-;-
46300;-15.09001;-97.746643;3;-;-;-;-;-;-
46301;-39.18;-81.146637;1;-;-;-;-;-;-
46302;-39.18;-81.146637;2;-;-;-;-;-;-
46303;-39.18;-81.279938;3;-;-;-;-;-;-
46304;-39.18;-80.346642;3;-;-;-;-;-;-
46305;-39.18;-82.146637;1;-;-;-;-;-;-
46306;-39.18;-83.146637;1;-;-;-;-;-;-
46307;-39.18;-82.146637;2;-;-;-;-;-;-
46308;-39.18;-85.146637;1;-;-;-;-;-;-
46309;-39.18;-83.146637;2;-;-;-;-;-;-
46310;-39.18;-83.146637;3;-;-;-;-;-;-
46311;-39.18;-82.213341;3;-;-;-;-;-;-
46312;-39.18;-84.146637;1;-;-;-;-;-;-
46313;-39.18;-85.146637;2;-;-;-;-;-;-
46314;-39.18;-85.94664;3;-;-;-;-;-;-
46315;-39.18;-85.013344;3;-;-;-;-;-;-
46316;-39.18;-84.146637;2;-;-;-;-;-;-
46317;-39.18;-84.079941;3;-;-;-;-;-;-
46318;-39.18;-87.106644;1;-;-;-;-;-;-
46319;-39.18;-87.106644;2;-;-;-;-;-;-
46320;-39.18;-87.783836;3;-;-;-;-;-;-
46321;-39.18;-87.065239;3;-;-;-;-;-;-
46322;-39.18;-86.346642;3;-;-;-;-;-;-
46323;-8.58;-92.346642;3;-;-;-;-;-;-
46324;-8.38001;-92.346642;3;-;-;-;-;-;-
46325;-9.52668;-94.256638;3;-;-;-;-;-;-
46326;-8.58;-94.256638;3;-;-;-;-;-;-
46327;-8.58;-94.056641;3;-;-;-;-;-;-
46328;-9.38001;-93.201637;3;-;-;-;-;-;-
46329;-8.38001;-93.201637;3;-;-;-;-;-;-
46330;-10.38001;-93.201637;3;-;-;-;-;-;-
46331;-11.38001;-93.201637;3;-;-;-;-;-;-
46332;-8.38001;-94.056641;3;-;-;-;-;-;-
46333;-17.18;-92.346642;3;-;-;-;-;-;-
46334;-17.379999;-93.201637;3;-;-;-;-;-;-
46335;-16.379999;-93.201637;3;-;-;-;-;-;-
46336;-10.47334;-94.256638;3;-;-;-;-;-;-
46337;-12.38001;-93.201637;3;-;-;-;-;-;-
46338;-13.38001;-93.201637;3;-;-;-;-;-;-
46339;-14.38;-93.201637;3;-;-;-;-;-;-
46340;-15.38;-93.201637;3;-;-;-;-;-;-
46341;-17.379999;-92.346642;3;-;-;-;-;-;-
46342;-35.588001;-88.066643;5;-;-;-;-;-;-
46343;-35.8125;-89.206642;5;-;-;-;-;-;-
46344;-36.486;-88.066643;5;-;-;-;-;-;-
46345;-36.935001;-89.206642;5;-;-;-;-;-;-
46346;-35.8125;-90.346642;5;-;-;-;-;-;-
46347;-36.444;-90.802643;5;-;-;-;-;-;-
46348;-37.127998;-90.118637;5;-;-;-;-;-;-
46349;-37.383999;-88.066643;5;-;-;-;-;-;-
46350;-37.812;-89.434639;5;-;-;-;-;-;-
46351;-38.282001;-88.066643;5;-;-;-;-;-;-
46352;-38.495998;-88.750641;5;-;-;-;-;-;-
46353;-12.41333;-97.746643;4;-;-;-;-;-;-
46354;-11.42001;-97.746643;3.75;-;-;-;-;-;-
46355;-16.3867;-97.746643;4;-;-;-;-;-;-
46356;-12.17001;-97.746643;4.5;-;-;-;-;-;-
46357;-11.42001;-97.746643;4.5;-;-;-;-;-;-
46358;-16.3867;-97.746643;5;-;-;-;-;-;-
46359;-17.18;-97.746643;6;-;-;-;-;-;-
46360;-16.18;-97.746643;6;-;-;-;-;-;-
46361;-14.4;-97.746643;4;-;-;-;-;-;-
46362;-13.40667;-97.746643;4;-;-;-;-;-;-
46363;-14.4;-97.746643;5;-;-;-;-;-;-
46364;-13.40667;-97.746643;5;-;-;-;-;-;-
46365;-12.92001;-97.746643;4.5;-;-;-;-;-;-
46366;-11.42001;-97.746643;5.25;-;-;-;-;-;-
46367;-12.41333;-97.746643;5;-;-;-;-;-;-
46368;-12.3375;-97.746643;6;-;-;-;-;-;-
46369;-11.42001;-97.746643;6;-;-;-;-;-;-
46370;-14.1725;-97.746643;6;-;-;-;-;-;-
46371;-13.25501;-97.746643;6;-;-;-;-;-;-
46372;-15.39331;-97.746643;4;-;-;-;-;-;-
46373;-15.39331;-97.746643;5;-;-;-;-;-;-
46374;-15.09001;-97.746643;6;-;-;-;-;-;-
46375;-12.41333;-94.256638;4;-;-;-;-;-;-
46376;-11.42001;-94.256638;4;-;-;-;-;-;-
46377;-13.40667;-94.256638;4;-;-;-;-;-;-
46378;-14.4;-94.256638;4;-;-;-;-;-;-
46379;-14.4;-94.256638;5;-;-;-;-;-;-
46380;-13.40667;-94.256638;5;-;-;-;-;-;-
46381;-12.41333;-94.256638;5;-;-;-;-;-;-
46382;-11.42001;-94.256638;5;-;-;-;-;-;-
46383;-12.41333;-94.256638;6;-;-;-;-;-;-
46384;-11.42001;-94.256638;6;-;-;-;-;-;-
46385;-13.40667;-94.256638;6;-;-;-;-;-;-
46386;-14.4;-94.256638;6;-;-;-;-;-;-
46387;-15.39331;-94.256638;4;-;-;-;-;-;-
46388;-15.39331;-94.256638;5;-;-;-;-;-;-
46389;-16.3867;-94.256638;4;-;-;-;-;-;-
46390;-17.379999;-94.256638;4;-;-;-;-;-;-
46391;-17.379999;-94.256638;5;-;-;-;-;-;-
46392;-16.3867;-94.256638;5;-;-;-;-;-;-
46393;-15.39331;-94.256638;6;-;-;-;-;-;-
46394;-16.3867;-94.256638;6;-;-;-;-;-;-
46395;-17.379999;-94.256638;6;-;-;-;-;-;-
46396;-8.58;-92.346642;6;-;-;-;-;-;-
46397;-8.38001;-92.346642;6;-;-;-;-;-;-
46398;-9.52668;-94.256638;6;-;-;-;-;-;-
46399;-8.58;-94.256638;6;-;-;-;-;-;-
46400;-8.58;-94.056641;6;-;-;-;-;-;-
46401;-9.38001;-93.201637;6;-;-;-;-;-;-
46402;-8.38001;-93.201637;6;-;-;-;-;-;-
46403;-10.38001;-93.201637;6;-;-;-;-;-;-
46404;-11.38001;-93.201637;6;-;-;-;-;-;-
46405;-8.38001;-94.056641;6;-;-;-;-;-;-
46406;-17.18;-92.346642;6;-;-;-;-;-;-
46407;-17.379999;-93.201637;6;-;-;-;-;-;-
46408;-16.379999;-93.201637;6;-;-;-;-;-;-
46409;-10.47334;-94.256638;6;-;-;-;-;-;-
46410;-12.38001;-93.201637;6;-;-;-;-;-;-
46411;-13.38001;-93.201637;6;-;-;-;-;-;-
46412;-14.38;-93.201637;6;-;-;-;-;-;-
46413;-15.38;-93.201637;6;-;-;-;-;-;-
46414;-17.379999;-92.346642;6;-;-;-;-;-;-
46415;-12.41333;-94.256638;7;-;-;-;-;-;-
46416;-11.42001;-94.256638;7;-;-;-;-;-;-
46417;-13.40667;-94.256638;7;-;-;-;-;-;-
46418;-14.4;-94.256638;7;-;-;-;-;-;-
46419;-14.4;-94.256638;8;-;-;-;-;-;-
46420;-13.40667;-94.256638;8;-;-;-;-;-;-
46421;-12.41333;-94.256638;8;-;-;-;-;-;-
46422;-11.42001;-94.256638;8;-;-;-;-;-;-
46423;-12.41333;-94.256638;9;-;-;-;-;-;-
46424;-11.42001;-94.256638;9;-;-;-;-;-;-
46425;-13.40667;-94.256638;9;-;-;-;-;-;-
46426;-14.4;-94.256638;9;-;-;-;-;-;-
46427;-15.39331;-94.256638;7;-;-;-;-;-;-
46428;-15.39331;-94.256638;8;-;-;-;-;-;-
46429;-16.3867;-94.256638;7;-;-;-;-;-;-
46430;-17.379999;-94.256638;7;-;-;-;-;-;-
46431;-17.379999;-94.256638;8;-;-;-;-;-;-
46432;-16.3867;-94.256638;8;-;-;-;-;-;-
46433;-15.39331;-94.256638;9;-;-;-;-;-;-
46434;-16.3867;-94.256638;9;-;-;-;-;-;-
46435;-17.379999;-94.256638;9;-;-;-;-;-;-
46436;-12.41333;-97.746643;7;-;-;-;-;-;-
46437;-11.42001;-97.746643;6.75;-;-;-;-;-;-
46438;-16.3867;-97.746643;7;-;-;-;-;-;-
46439;-12.17001;-97.746643;7.5;-;-;-;-;-;-
46440;-11.42001;-97.746643;7.5;-;-;-;-;-;-
46441;-16.3867;-97.746643;8;-;-;-;-;-;-
46442;-17.18;-97.746643;9;-;-;-;-;-;-
46443;-16.18;-97.746643;9;-;-;-;-;-;-
46444;-14.4;-97.746643;7;-;-;-;-;-;-
46445;-13.40667;-97.746643;7;-;-;-;-;-;-
46446;-14.4;-97.746643;8;-;-;-;-;-;-
46447;-13.40667;-97.746643;8;-;-;-;-;-;-
46448;-12.92001;-97.746643;7.5;-;-;-;-;-;-
46449;-11.42001;-97.746643;8.25;-;-;-;-;-;-
46450;-12.41333;-97.746643;8;-;-;-;-;-;-
46451;-12.3375;-97.746643;9;-;-;-;-;-;-
46452;-11.42001;-97.746643;9;-;-;-;-;-;-
46453;-14.1725;-97.746643;9;-;-;-;-;-;-
46454;-13.25501;-97.746643;9;-;-;-;-;-;-
46455;-15.39331;-97.746643;7;-;-;-;-;-;-
46456;-15.39331;-97.746643;8;-;-;-;-;-;-
46457;-15.09001;-97.746643;9;-;-;-;-;-;-
46458;-8.58;-92.346642;9;-;-;-;-;-;-
46459;-8.38001;-92.346642;9;-;-;-;-;-;-
46460;-9.52668;-94.256638;9;-;-;-;-;-;-
46461;-8.58;-94.256638;9;-;-;-;-;-;-
46462;-8.58;-94.056641;9;-;-;-;-;-;-
46463;-9.38001;-93.201637;9;-;-;-;-;-;-
46464;-8.38001;-93.201637;9;-;-;-;-;-;-
46465;-10.38001;-93.201637;9;-;-;-;-;-;-
46466;-11.38001;-93.201637;9;-;-;-;-;-;-
46467;-8.38001;-94.056641;9;-;-;-;-;-;-
46468;-17.18;-92.346642;9;-;-;-;-;-;-
46469;-17.379999;-93.201637;9;-;-;-;-;-;-
46470;-16.379999;-93.201637;9;-;-;-;-;-;-
46471;-10.47334;-94.256638;9;-;-;-;-;-;-
46472;-12.38001;-93.201637;9;-;-;-;-;-;-
46473;-13.38001;-93.201637;9;-;-;-;-;-;-
46474;-14.38;-93.201637;9;-;-;-;-;-;-
46475;-15.38;-93.201637;9;-;-;-;-;-;-
46476;-17.379999;-92.346642;9;-;-;-;-;-;-
46477;-12.41333;-97.746643;9.95;-;-;-;-;-;-
46478;-11.42001;-97.746643;9.75;-;-;-;-;-;-
46479;-16.3867;-97.746643;10.9;-;-;-;-;-;-
46480;-17.18;-97.746643;11.85;-;-;-;-;-;-
46481;-16.18;-97.746643;11.85;-;-;-;-;-;-
46482;-14.4;-97.746643;9.95;-;-;-;-;-;-
46483;-13.40667;-97.746643;9.95;-;-;-;-;-;-
46484;-12.92001;-97.746643;10.5;-;-;-;-;-;-
46485;-12.17001;-97.746643;10.5;-;-;-;-;-;-
46486;-14.4;-97.746643;10.9;-;-;-;-;-;-
46487;-11.42001;-97.746643;10.5;-;-;-;-;-;-
46488;-11.42001;-97.746643;11.175;-;-;-;-;-;-
46489;-12.3375;-97.746643;11.85;-;-;-;-;-;-
46490;-11.42001;-97.746643;11.85;-;-;-;-;-;-
46491;-13.25501;-97.746643;11.85;-;-;-;-;-;-
46492;-14.1725;-97.746643;11.85;-;-;-;-;-;-
46493;-16.3867;-97.746643;9.95;-;-;-;-;-;-
46494;-15.39331;-97.746643;9.95;-;-;-;-;-;-
46495;-15.39331;-97.746643;10.9;-;-;-;-;-;-
46496;-15.09001;-97.746643;11.85;-;-;-;-;-;-
46497;-12.41333;-94.256638;9.95;-;-;-;-;-;-
46498;-11.42001;-94.256638;9.95;-;-;-;-;-;-
46499;-13.40667;-94.256638;9.95;-;-;-;-;-;-
46500;-14.4;-94.256638;9.95;-;-;-;-;-;-
46501;-14.4;-94.256638;10.9;-;-;-;-;-;-
46502;-13.40667;-94.256638;10.9;-;-;-;-;-;-
46503;-12.41333;-94.256638;10.9;-;-;-;-;-;-
46504;-11.42001;-94.256638;10.9;-;-;-;-;-;-
46505;-12.41333;-94.256638;11.85;-;-;-;-;-;-
46506;-11.42001;-94.256638;11.85;-;-;-;-;-;-
46507;-13.40667;-94.256638;11.85;-;-;-;-;-;-
46508;-14.4;-94.256638;11.85;-;-;-;-;-;-
46509;-15.39331;-94.256638;9.95;-;-;-;-;-;-
46510;-15.39331;-94.256638;10.9;-;-;-;-;-;-
46511;-16.3867;-94.256638;9.95;-;-;-;-;-;-
46512;-17.379999;-94.256638;9.95;-;-;-;-;-;-
46513;-17.379999;-94.256638;10.9;-;-;-;-;-;-
46514;-16.3867;-94.256638;10.9;-;-;-;-;-;-
46515;-15.39331;-94.256638;11.85;-;-;-;-;-;-
46516;-16.3867;-94.256638;11.85;-;-;-;-;-;-
46517;-17.379999;-94.256638;11.85;-;-;-;-;-;-
46518;-32.580002;-86.346642;9;-;-;-;-;-;-
46519;-33.351398;-87.146637;9;-;-;-;-;-;-
46520;-33.351398;-88.146637;9;-;-;-;-;-;-
46521;-33.351398;-89.146637;9;-;-;-;-;-;-
46522;-38.98;-86.346642;9;-;-;-;-;-;-
46523;-39.18;-87.065239;9;-;-;-;-;-;-
46524;-38.208599;-87.146637;9;-;-;-;-;-;-
46525;-34.322899;-87.146637;9;-;-;-;-;-;-
46526;-34.322899;-88.146637;9;-;-;-;-;-;-
46527;-35.2943;-87.146637;9;-;-;-;-;-;-
46528;-35.2943;-88.146637;9;-;-;-;-;-;-
46529;-36.265701;-87.146637;9;-;-;-;-;-;-
46530;-36.265701;-88.146637;9;-;-;-;-;-;-
46531;-34.322899;-89.146637;9;-;-;-;-;-;-
46532;-36.265701;-89.146637;9;-;-;-;-;-;-
46533;-35.2943;-89.146637;9;-;-;-;-;-;-
46534;-33.351398;-90.146637;9;-;-;-;-;-;-
46535;-33.351398;-91.146637;9;-;-;-;-;-;-
46536;-34.322899;-90.146637;9;-;-;-;-;-;-
46537;-32.580002;-91.94664;9;-;-;-;-;-;-
46538;-33.224998;-91.981644;9;-;-;-;-;-;-
46539;-34.322899;-91.146637;9;-;-;-;-;-;-
46540;-35.2943;-90.146637;9;-;-;-;-;-;-
46541;-35.024799;-90.892838;9;-;-;-;-;-;-
46542;-35.413399;-90.998642;9;-;-;-;-;-;-
46543;-35.4772;-91.486641;9;-;-;-;-;-;-
46544;-34.915001;-91.651642;9;-;-;-;-;-;-
46545;-34.07;-91.816643;9;-;-;-;-;-;-
46546;-36.265701;-90.146637;9;-;-;-;-;-;-
46547;-39.18;-87.783836;9;-;-;-;-;-;-
46548;-38.5676;-87.595642;9;-;-;-;-;-;-
46549;-37.237099;-87.146637;9;-;-;-;-;-;-
46550;-37.237099;-88.146637;9;-;-;-;-;-;-
46551;-38.208599;-88.146637;9;-;-;-;-;-;-
46552;-35.8773;-90.610336;9;-;-;-;-;-;-
46553;-36.5289;-90.717743;9;-;-;-;-;-;-
46554;-35.901402;-91.345238;9;-;-;-;-;-;-
46555;-35.759998;-91.203842;9;-;-;-;-;-;-
46556;-39.18;-86.346642;9;-;-;-;-;-;-
46557;-39.038601;-87.92524;9;-;-;-;-;-;-
46558;-38.897202;-88.066643;9;-;-;-;-;-;-
46559;-39.038601;-88.208038;9;-;-;-;-;-;-
46560;-38.411098;-88.835541;9;-;-;-;-;-;-
46561;-37.237099;-89.146637;9;-;-;-;-;-;-
46562;-37.1563;-90.09034;9;-;-;-;-;-;-
46563;-35.618599;-91.345238;9;-;-;-;-;-;-
46564;-37.783699;-89.462936;9;-;-;-;-;-;-
46565;-32.580002;-86.346642;11.85;-;-;-;-;-;-
46566;-33.351398;-87.146637;11.85;-;-;-;-;-;-
46567;-33.351398;-88.146637;11.85;-;-;-;-;-;-
46568;-33.351398;-89.146637;11.85;-;-;-;-;-;-
46569;-38.98;-86.346642;11.85;-;-;-;-;-;-
46570;-39.18;-87.065239;11.85;-;-;-;-;-;-
46571;-38.208599;-87.146637;11.85;-;-;-;-;-;-
46572;-34.322899;-87.146637;11.85;-;-;-;-;-;-
46573;-34.322899;-88.146637;11.85;-;-;-;-;-;-
46574;-35.2943;-87.146637;11.85;-;-;-;-;-;-
46575;-35.2943;-88.146637;11.85;-;-;-;-;-;-
46576;-36.265701;-87.146637;11.85;-;-;-;-;-;-
46577;-36.265701;-88.146637;11.85;-;-;-;-;-;-
46578;-34.322899;-89.146637;11.85;-;-;-;-;-;-
46579;-36.265701;-89.146637;11.85;-;-;-;-;-;-
46580;-35.2943;-89.146637;11.85;-;-;-;-;-;-
46581;-33.351398;-90.146637;11.85;-;-;-;-;-;-
46582;-33.351398;-91.146637;11.85;-;-;-;-;-;-
46583;-34.322899;-90.146637;11.85;-;-;-;-;-;-
46584;-32.580002;-91.94664;11.85;-;-;-;-;-;-
46585;-33.224998;-91.981644;11.85;-;-;-;-;-;-
46586;-34.322899;-91.146637;11.85;-;-;-;-;-;-
46587;-35.2943;-90.146637;11.85;-;-;-;-;-;-
46588;-35.024799;-90.892838;11.85;-;-;-;-;-;-
46589;-35.413399;-90.998642;11.85;-;-;-;-;-;-
46590;-35.4772;-91.486641;11.85;-;-;-;-;-;-
46591;-34.915001;-91.651642;11.85;-;-;-;-;-;-
46592;-34.07;-91.816643;11.85;-;-;-;-;-;-
46593;-36.265701;-90.146637;11.85;-;-;-;-;-;-
46594;-39.18;-87.783836;11.85;-;-;-;-;-;-
46595;-38.5676;-87.595642;11.85;-;-;-;-;-;-
46596;-37.237099;-87.146637;11.85;-;-;-;-;-;-
46597;-37.237099;-88.146637;11.85;-;-;-;-;-;-
46598;-38.208599;-88.146637;11.85;-;-;-;-;-;-
46599;-35.8773;-90.610336;11.85;-;-;-;-;-;-
46600;-36.5289;-90.717743;11.85;-;-;-;-;-;-
46601;-35.901402;-91.345238;11.85;-;-;-;-;-;-
46602;-35.759998;-91.203842;11.85;-;-;-;-;-;-
46603;-39.18;-86.346642;11.85;-;-;-;-;-;-
46604;-39.038601;-87.92524;11.85;-;-;-;-;-;-
46605;-38.897202;-88.066643;11.85;-;-;-;-;-;-
46606;-39.038601;-88.208038;11.85;-;-;-;-;-;-
46607;-38.411098;-88.835541;11.85;-;-;-;-;-;-
46608;-37.237099;-89.146637;11.85;-;-;-;-;-;-
46609;-37.1563;-90.09034;11.85;-;-;-;-;-;-
46610;-35.618599;-91.345238;11.85;-;-;-;-;-;-
46611;-37.783699;-89.462936;11.85;-;-;-;-;-;-
46612;-12.41333;-94.256638;12.9833;-;-;-;-;-;-
46613;-11.42001;-94.256638;12.7;-;-;-;-;-;-
46614;-13.40667;-94.256638;12.9833;-;-;-;-;-;-
46615;-14.4;-94.256638;12.9833;-;-;-;-;-;-
46616;-14.4;-94.256638;14.1167;-;-;-;-;-;-
46617;-13.40667;-94.256638;14.1167;-;-;-;-;-;-
46618;-12.41333;-94.256638;14.1167;-;-;-;-;-;-
46619;-11.42001;-94.256638;13.55;-;-;-;-;-;-
46620;-11.42001;-94.256638;14.4;-;-;-;-;-;-
